                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 1.1263,                 1.1733,                 1.4296,                0.60949,                0.51529,                0.53819,                0.34001,                 1.5275,                 1.6127,                 2.0672,              0.0070894,              0.0070894,              0.0070894
                    149,                 1.1161,                 1.1708,                 1.3978,                0.60826,                0.49647,                 0.5496,                0.33205,                  1.442,                 1.6588,                 1.9383,              0.0070696,              0.0070696,              0.0070696
                    150,                 1.0659,                  1.095,                 1.3927,                0.54858,                0.54588,                0.51756,                0.31331,                 1.3084,                 1.7199,                  1.829,              0.0070498,              0.0070498,              0.0070498
                    151,                 1.0615,                 1.1543,                 1.3747,                0.47553,                0.56471,                0.52615,                0.32603,                 1.2439,                 1.6713,                 1.7012,                0.00703,                0.00703,                0.00703
                    152,                  1.066,                 1.1315,                  1.371,                0.56817,                0.49792,                0.53159,                0.31927,                  1.276,                 1.6472,                 1.7484,              0.0070102,              0.0070102,              0.0070102
                    153,                 1.0952,                 1.1341,                 1.4062,                0.63228,                0.55529,                0.54578,                 0.3314,                 1.3495,                 1.7386,                 1.7942,              0.0069904,              0.0069904,              0.0069904
                    154,                 1.0969,                 1.1224,                 1.3888,                0.55928,                0.60471,                0.55732,                0.34816,                 1.3913,                 1.6556,                 1.8488,              0.0069706,              0.0069706,              0.0069706
                    155,                 1.0899,                 1.0975,                 1.3946,                0.53895,                0.64471,                0.54707,                0.34614,                 1.3723,                 1.5644,                 1.8628,              0.0069508,              0.0069508,              0.0069508
                    156,                 1.0516,                 1.0589,                 1.3581,                0.52949,                0.64006,                0.59453,                0.36026,                 1.3612,                 1.4409,                  1.823,               0.006931,               0.006931,               0.006931
                    157,                  1.092,                 1.1165,                  1.408,                0.64071,                0.57529,                0.57091,                0.33127,                 1.3897,                 1.5632,                 1.8269,              0.0069112,              0.0069112,              0.0069112
                    158,                 1.0656,                 1.0849,                 1.3903,                0.54518,                 0.6594,                0.54866,                0.34649,                 1.4348,                 1.5085,                 1.8905,              0.0068914,              0.0068914,              0.0068914
                    159,                 1.0671,                 1.0852,                  1.372,                0.56891,                0.51365,                0.51758,                0.32074,                 1.5272,                 1.6497,                 1.9808,              0.0068716,              0.0068716,              0.0068716
                    160,                 1.0724,                 1.1307,                 1.3791,                0.59234,                0.55793,                0.54537,                0.34395,                 1.5117,                 1.6766,                 2.0316,              0.0068518,              0.0068518,              0.0068518
                    161,                 1.1146,                 1.1072,                 1.4038,                0.74356,                0.50706,                0.58934,                0.37912,                 1.4071,                 1.4851,                 1.9284,               0.006832,               0.006832,               0.006832
                    162,                 1.0663,                 1.1094,                  1.382,                0.63707,                0.52706,                0.60693,                0.37801,                 1.3882,                 1.4875,                 1.9026,              0.0068122,              0.0068122,              0.0068122
                    163,                 1.0962,                 1.0981,                 1.4312,                 0.6304,                0.53647,                0.64855,                 0.4019,                 1.4752,                 1.3383,                 2.0264,              0.0067924,              0.0067924,              0.0067924
                    164,                 1.0497,                 1.0558,                 1.3334,                 0.5429,                0.62353,                0.60744,                0.39783,                 1.4192,                 1.4766,                  1.928,              0.0067726,              0.0067726,              0.0067726
                    165,                 1.0435,                 1.0649,                 1.3477,                0.53994,                0.64685,                0.59992,                0.40252,                 1.3989,                 1.4877,                 1.8325,              0.0067528,              0.0067528,              0.0067528
                    166,                 1.0586,                 1.0956,                 1.3714,                  0.476,                0.62236,                 0.5358,                0.34383,                 1.3768,                 1.5235,                 1.8078,               0.006733,               0.006733,               0.006733
                    167,                 1.0652,                 1.0831,                 1.3702,                0.44884,                0.46706,                0.46585,                0.29969,                 1.3306,                 1.7793,                 1.7907,              0.0067132,              0.0067132,              0.0067132
                    168,                 1.0391,                 1.1174,                  1.376,                0.53138,                0.44706,                0.51111,                0.32944,                 1.3086,                 1.5877,                 1.7817,              0.0066934,              0.0066934,              0.0066934
                    169,                 1.0563,                 1.0648,                  1.378,                0.59196,                0.55529,                0.52652,                0.33753,                 1.2925,                 1.5185,                 1.7866,              0.0066736,              0.0066736,              0.0066736
                    170,                 1.0594,                 1.1114,                 1.3867,                0.57685,                0.51872,                0.53293,                0.33916,                 1.4006,                 1.5145,                 1.9612,              0.0066538,              0.0066538,              0.0066538
                    171,                 1.0909,                 1.0836,                 1.3656,                 0.3596,                0.57647,                0.49709,                0.26274,                 1.6131,                 1.7976,                 2.2175,               0.006634,               0.006634,               0.006634
                    172,                 1.0461,                 1.1108,                 1.3862,                0.43348,                0.51367,                0.45613,                0.27138,                 1.6548,                 1.7777,                 2.2924,              0.0066142,              0.0066142,              0.0066142
                    173,                 1.0147,                 1.0778,                 1.3605,                0.47914,                0.52706,                 0.5322,                0.29577,                 1.6728,                 1.8486,                 2.3497,              0.0065944,              0.0065944,              0.0065944
                    174,                  1.017,                 1.0224,                 1.3354,                0.56062,                0.59462,                0.57291,                0.34333,                 1.5603,                 1.6535,                 2.2024,              0.0065746,              0.0065746,              0.0065746
                    175,                 1.0539,                 1.0549,                 1.4027,                0.53539,                0.56588,                0.58103,                0.36978,                 1.3127,                 1.4833,                 1.8189,              0.0065548,              0.0065548,              0.0065548
                    176,                 1.0459,                 1.0442,                 1.3826,                0.64573,                0.69466,                0.68473,                 0.4237,                 1.3845,                 1.2848,                 1.8774,               0.006535,               0.006535,               0.006535
                    177,                 1.0439,                 1.0263,                   1.37,                0.59183,                0.55529,                0.55979,                0.34228,                 1.3306,                 1.5497,                 1.7855,              0.0065152,              0.0065152,              0.0065152
                    178,                 1.0832,                 1.0837,                 1.4014,                0.69653,                0.57505,                0.58802,                0.36545,                 1.3727,                 1.4334,                 1.8455,              0.0064954,              0.0064954,              0.0064954
                    179,                 1.0609,                 1.0839,                 1.3816,                0.68652,                0.65067,                0.64281,                0.37264,                 1.3756,                 1.3869,                   1.92,              0.0064756,              0.0064756,              0.0064756
                    180,                 1.0205,                 1.0184,                 1.3414,                0.54144,                0.70742,                0.59123,                0.38764,                 1.3679,                 1.4179,                 1.8866,              0.0064558,              0.0064558,              0.0064558
                    181,                 1.0671,                 1.0436,                 1.3856,                0.53903,                0.55412,                0.59265,                0.35322,                  1.442,                 1.5549,                 1.9532,               0.006436,               0.006436,               0.006436
                    182,                0.99907,                 1.0047,                 1.3187,                0.63467,                0.58471,                0.61203,                0.35304,                 1.3775,                 1.4731,                 1.9088,              0.0064162,              0.0064162,              0.0064162
                    183,                  1.064,                   1.08,                 1.3841,                0.65144,                0.60374,                0.65584,                0.41092,                 1.4116,                 1.4214,                  1.954,              0.0063964,              0.0063964,              0.0063964
                    184,                 1.0129,                 1.0117,                 1.3168,                0.63849,                0.63529,                0.64935,                0.39783,                 1.4112,                 1.4005,                 2.0012,              0.0063766,              0.0063766,              0.0063766
                    185,                 1.0654,                 1.0249,                 1.3843,                0.64685,                0.57647,                0.63825,                 0.4145,                 1.3298,                 1.4105,                 1.8997,              0.0063568,              0.0063568,              0.0063568
                    186,                 1.0049,                  1.004,                  1.346,                 0.6472,                0.55647,                 0.6626,                0.40552,                 1.4027,                 1.3792,                 1.9572,               0.006337,               0.006337,               0.006337
                    187,                 1.0594,                 1.0135,                 1.3671,                0.37485,                0.75532,                0.55481,                0.36123,                 1.3443,                  1.486,                 1.8044,              0.0063172,              0.0063172,              0.0063172
                    188,                 1.0563,                 1.0115,                 1.3503,                0.43655,                0.51588,                0.49765,                0.32281,                 1.3058,                 1.5481,                 1.7491,              0.0062974,              0.0062974,              0.0062974
                    189,                 1.0481,                 1.0206,                 1.3516,                0.47444,                0.60495,                0.49728,                 0.3405,                 1.3169,                 1.4952,                 1.8507,              0.0062776,              0.0062776,              0.0062776
                    190,                 1.0133,                0.99456,                 1.3372,                0.60053,                0.55529,                  0.609,                0.38224,                 1.3296,                 1.5274,                 1.9162,              0.0062578,              0.0062578,              0.0062578
                    191,                  1.055,                 1.0235,                 1.3627,                0.53646,                0.66754,                0.57026,                0.36535,                 1.3826,                 1.5115,                 2.0091,               0.006238,               0.006238,               0.006238
                    192,                 1.0057,                 1.0138,                 1.3396,                0.60933,                0.65412,                0.62103,                0.38068,                 1.3496,                 1.4827,                 1.8482,              0.0062182,              0.0062182,              0.0062182
                    193,                 1.0166,                 0.9913,                  1.339,                0.64134,                0.68353,                0.66676,                0.45374,                 1.1817,                 1.2882,                 1.6846,              0.0061984,              0.0061984,              0.0061984
                    194,                 1.0294,                 1.0099,                 1.3429,                0.64613,                0.71817,                0.67942,                0.45833,                 1.2335,                 1.2881,                  1.703,              0.0061786,              0.0061786,              0.0061786
                    195,                 1.0018,                  1.009,                 1.3114,                0.53957,                0.52588,                0.53986,                0.35633,                 1.3183,                 1.4396,                 1.7467,              0.0061588,              0.0061588,              0.0061588
                    196,                 0.9968,                0.99277,                 1.3276,                0.61814,                0.60081,                0.57782,                0.38201,                 1.1796,                 1.3641,                 1.6069,               0.006139,               0.006139,               0.006139
                    197,                0.99701,                 1.0075,                 1.3228,                0.51295,                0.63554,                0.59009,                0.36364,                 1.2867,                 1.3962,                 1.7108,              0.0061192,              0.0061192,              0.0061192
                    198,                 1.0133,                 1.0058,                 1.3254,                0.49935,                0.62471,                0.56006,                0.34155,                  1.371,                 1.5651,                 1.9713,              0.0060994,              0.0060994,              0.0060994
                    199,                 1.0058,                0.96504,                 1.3502,                0.53084,                0.57529,                0.56217,                0.33688,                 1.4294,                 1.5777,                 2.0978,              0.0060796,              0.0060796,              0.0060796
                    200,                 1.0036,                 1.0254,                 1.3204,                0.58546,                0.64948,                0.63217,                0.35556,                 1.3849,                 1.4533,                 2.0043,              0.0060598,              0.0060598,              0.0060598
                    201,                 1.0197,                0.99281,                 1.3391,                0.64433,                0.61529,                 0.6766,                0.38769,                 1.3755,                 1.4015,                 1.9421,                0.00604,                0.00604,                0.00604
                    202,                0.97671,                0.94552,                 1.3125,                0.51416,                0.58588,                 0.5681,                0.34923,                 1.3403,                 1.4843,                 1.7666,              0.0060202,              0.0060202,              0.0060202
                    203,                0.99902,                0.95906,                 1.3248,                0.77394,                0.55793,                 0.6556,                0.36693,                 1.3893,                 1.4089,                 1.7791,              0.0060004,              0.0060004,              0.0060004
                    204,                 1.0085,                0.96331,                 1.3137,                0.69722,                0.57494,                0.62954,                0.35556,                 1.3878,                 1.4176,                 1.7505,              0.0059806,              0.0059806,              0.0059806
                    205,                0.97025,                0.96333,                  1.312,                0.64876,                 0.6091,                 0.6453,                0.36848,                  1.396,                 1.4116,                 1.8217,              0.0059608,              0.0059608,              0.0059608
                    206,                0.96909,                0.93784,                  1.294,                0.68653,                0.58874,                0.63471,                  0.359,                  1.438,                 1.3236,                 1.9382,               0.005941,               0.005941,               0.005941
                    207,                0.95814,                0.92285,                 1.2866,                0.72175,                0.59529,                0.62161,                0.38035,                 1.4398,                 1.3649,                 1.9655,              0.0059212,              0.0059212,              0.0059212
                    208,                0.94087,                 0.9336,                 1.2763,                0.65546,                0.65529,                0.65126,                0.37248,                 1.5233,                 1.4112,                 2.1045,              0.0059014,              0.0059014,              0.0059014
                    209,                 1.0023,                0.93684,                 1.3236,                0.69575,                0.61302,                 0.6476,                0.39035,                 1.5302,                 1.2947,                 2.0961,              0.0058816,              0.0058816,              0.0058816
                    210,                 1.0019,                0.98651,                 1.3214,                0.71247,                0.67478,                0.69531,                0.43391,                 1.3699,                 1.1854,                 1.9233,              0.0058618,              0.0058618,              0.0058618
                    211,                 1.0212,                0.96868,                 1.3608,                0.64955,                0.76404,                0.71305,                0.46549,                 1.3445,                 1.2217,                 1.8792,               0.005842,               0.005842,               0.005842
                    212,                0.97897,                0.94505,                 1.3308,                0.65665,                0.66471,                0.67801,                0.43686,                 1.3392,                 1.3326,                 1.8284,              0.0058222,              0.0058222,              0.0058222
                    213,                 0.9685,                0.99013,                 1.3301,                0.53017,                0.72878,                 0.6768,                0.42803,                 1.2858,                 1.4407,                 1.7704,              0.0058024,              0.0058024,              0.0058024
                    214,                0.99831,                0.93658,                  1.333,                0.62191,                0.68471,                0.62872,                0.40637,                 1.3094,                 1.4389,                 1.7897,              0.0057826,              0.0057826,              0.0057826
                    215,                  1.004,                0.96423,                 1.3432,                 0.6459,                0.59939,                0.61286,                 0.3802,                 1.5326,                 1.2466,                 2.1344,              0.0057628,              0.0057628,              0.0057628
                    216,                0.95702,                0.88733,                 1.2949,                0.67383,                0.68686,                0.64055,                0.39072,                 1.5037,                 1.2049,                 2.0519,               0.005743,               0.005743,               0.005743
                    217,                0.95805,                0.97951,                 1.3105,                0.68234,                0.70353,                0.65856,                0.40588,                 1.4442,                 1.3471,                 1.9438,              0.0057232,              0.0057232,              0.0057232
                    218,                0.96899,                0.95478,                 1.3266,                0.70137,                0.69294,                0.65429,                0.40622,                 1.3646,                 1.4179,                 1.9026,              0.0057034,              0.0057034,              0.0057034
                    219,                0.92682,                0.89285,                 1.2965,                0.57301,                0.74784,                 0.6159,                 0.3773,                 1.3432,                  1.351,                 1.9614,              0.0056836,              0.0056836,              0.0056836
                    220,                0.93809,                0.93461,                 1.3009,                0.59704,                0.54302,                0.57174,                0.35794,                 1.3921,                   1.38,                 2.0362,              0.0056638,              0.0056638,              0.0056638
                    221,                0.96736,                0.92332,                 1.3201,                0.51326,                0.75278,                0.65946,                0.39113,                 1.4038,                  1.284,                 2.0084,               0.005644,               0.005644,               0.005644
                    222,                0.96619,                0.95654,                 1.3202,                0.60938,                0.77294,                0.66661,                0.40352,                 1.3866,                 1.2266,                 2.0078,              0.0056242,              0.0056242,              0.0056242
                    223,                0.92929,                0.90364,                 1.2829,                0.62704,                0.58588,                0.63507,                0.41086,                 1.4305,                 1.3053,                 2.1235,              0.0056044,              0.0056044,              0.0056044
                    224,                0.91575,                0.86972,                 1.2778,                0.78892,                0.61189,                 0.7294,                0.43548,                 1.4702,                 1.1998,                 2.0831,              0.0055846,              0.0055846,              0.0055846
                    225,                0.97524,                 0.8987,                 1.3119,                0.70028,                0.54588,                0.67155,                0.39345,                 1.4654,                 1.2422,                 2.0361,              0.0055648,              0.0055648,              0.0055648
                    226,                 0.9595,                0.91183,                 1.3367,                0.64908,                0.69412,                0.66453,                0.38977,                 1.3837,                 1.4137,                 1.9089,               0.005545,               0.005545,               0.005545
                    227,                0.97784,                0.92776,                 1.3061,                0.65943,                0.68362,                0.67459,                 0.4142,                  1.374,                 1.3709,                 1.8773,              0.0055252,              0.0055252,              0.0055252
                    228,                0.94489,                0.92827,                 1.2981,                0.57896,                0.72353,                0.68341,                0.44128,                 1.2932,                 1.2323,                 1.8408,              0.0055054,              0.0055054,              0.0055054
                    229,                0.93171,                0.90419,                 1.2925,                0.65491,                0.72396,                0.73222,                0.44885,                 1.3839,                 1.2272,                 1.9352,              0.0054856,              0.0054856,              0.0054856
                    230,                0.95742,                0.89688,                 1.3089,                0.69731,                0.68353,                0.75146,                0.44174,                 1.3865,                 1.2545,                 1.9644,              0.0054658,              0.0054658,              0.0054658
                    231,                0.99485,                0.91562,                 1.3039,                0.64873,                0.78063,                0.74639,                0.46581,                 1.2703,                 1.1922,                 1.8518,               0.005446,               0.005446,               0.005446
                    232,                0.95715,                0.87547,                 1.3067,                0.60114,                0.72426,                0.65216,                0.42568,                 1.2493,                 1.2169,                 1.7534,              0.0054262,              0.0054262,              0.0054262
                    233,                0.96547,                0.91512,                 1.3135,                 0.7217,                0.59236,                0.63952,                0.39194,                 1.4029,                 1.3006,                 1.8925,              0.0054064,              0.0054064,              0.0054064
                    234,                0.93669,                0.93313,                 1.2977,                0.72537,                0.56471,                0.63244,                0.40332,                 1.4109,                 1.3492,                 1.8859,              0.0053866,              0.0053866,              0.0053866
                    235,                 0.9359,                0.92817,                 1.2761,                0.52845,                0.56471,                0.57525,                0.36246,                 1.3475,                 1.5473,                 1.7335,              0.0053668,              0.0053668,              0.0053668
                    236,                0.92151,                0.93145,                 1.3062,                0.51183,                0.46471,                0.49912,                0.29374,                  1.492,                 1.8138,                 1.9094,               0.005347,               0.005347,               0.005347
                    237,                0.96433,                0.93536,                 1.3272,                0.44333,                  0.551,                0.49792,                 0.2892,                 1.5084,                 1.8942,                 1.9338,              0.0053272,              0.0053272,              0.0053272
                    238,                0.93516,                0.91502,                 1.2997,                 0.4904,                0.45412,                0.48745,                0.28218,                 1.5988,                 1.8673,                 2.0156,              0.0053074,              0.0053074,              0.0053074
                    239,                0.94682,                0.89978,                 1.2933,                0.77806,                0.52558,                0.63215,                0.38206,                 1.5167,                 1.5559,                 2.0149,              0.0052876,              0.0052876,              0.0052876
                    240,                0.90099,                0.87337,                 1.2566,                0.60735,                0.70235,                0.67636,                0.43786,                 1.4088,                 1.2927,                 1.8898,              0.0052678,              0.0052678,              0.0052678
                    241,                0.88677,                0.84049,                 1.2331,                0.65892,                0.65412,                0.66021,                0.42225,                 1.4686,                 1.2261,                  1.939,               0.005248,               0.005248,               0.005248
                    242,                0.89112,                0.86193,                 1.2576,                0.76039,                0.62412,                0.67238,                0.42034,                 1.4243,                 1.2295,                 1.9094,              0.0052282,              0.0052282,              0.0052282
                    243,                0.90615,                0.85246,                 1.2551,                0.74039,                0.65412,                0.67187,                0.42573,                  1.308,                 1.2448,                 1.8174,              0.0052084,              0.0052084,              0.0052084
                    244,                0.94982,                0.86672,                 1.3028,                0.83128,                0.65412,                0.73248,                0.46804,                  1.295,                 1.1707,                 1.8694,              0.0051886,              0.0051886,              0.0051886
                    245,                0.90175,                0.87484,                 1.2721,                 0.7754,                0.69142,                0.76143,                0.47062,                 1.4245,                 1.1541,                 2.0436,              0.0051688,              0.0051688,              0.0051688
                    246,                0.90892,                0.86608,                 1.2449,                0.80853,                0.61912,                0.70284,                 0.4464,                 1.4045,                 1.2826,                 2.0145,               0.005149,               0.005149,               0.005149
                    247,                0.93398,                0.87928,                 1.2983,                0.72073,                0.65412,                0.69117,                0.45341,                 1.3254,                 1.3782,                 1.8811,              0.0051292,              0.0051292,              0.0051292
                    248,                0.87862,                 0.8102,                 1.2223,                0.80844,                0.60471,                0.70099,                0.45782,                 1.3166,                 1.4283,                  1.795,              0.0051094,              0.0051094,              0.0051094
                    249,                0.94539,                0.86411,                  1.281,                0.72569,                0.65412,                0.66253,                0.41235,                 1.3604,                  1.358,                 1.8443,              0.0050896,              0.0050896,              0.0050896
                    250,                0.88493,                0.82966,                 1.2282,                0.72428,                0.62471,                0.65231,                0.41522,                 1.3385,                 1.3868,                 1.9309,              0.0050698,              0.0050698,              0.0050698
                    251,                0.93111,                0.87798,                 1.2961,                0.64782,                0.54588,                0.59792,                0.36819,                 1.3152,                 1.4463,                 1.9222,                0.00505,                0.00505,                0.00505
                    252,                  0.923,                0.84422,                 1.2719,                0.72871,                0.67071,                0.64536,                0.40175,                 1.3773,                 1.2372,                 2.1046,              0.0050302,              0.0050302,              0.0050302
                    253,                0.87831,                0.83433,                 1.2486,                0.79212,                0.65529,                0.69279,                0.43011,                  1.335,                 1.1806,                 1.9709,              0.0050104,              0.0050104,              0.0050104
                    254,                0.95113,                 0.8849,                 1.2745,                0.79057,                0.61501,                0.69535,                0.44076,                 1.3387,                 1.2305,                  2.042,              0.0049906,              0.0049906,              0.0049906
                    255,                  0.895,                0.84883,                 1.2426,                0.75848,                0.66885,                0.72551,                0.47467,                 1.3213,                 1.2152,                 2.0192,              0.0049708,              0.0049708,              0.0049708
                    256,                0.90619,                0.85433,                  1.261,                0.88124,                0.59529,                0.69551,                0.44552,                  1.293,                 1.2507,                 1.9584,               0.004951,               0.004951,               0.004951
                    257,                 0.9339,                0.85812,                  1.264,                0.62933,                0.67151,                0.64748,                0.43105,                 1.2761,                 1.3739,                 1.8895,              0.0049312,              0.0049312,              0.0049312
                    258,                0.93614,                 0.8802,                 1.2594,                0.63686,                0.72353,                0.67629,                0.42258,                 1.3234,                  1.334,                  1.957,              0.0049114,              0.0049114,              0.0049114
                    259,                0.92961,                0.86678,                 1.3141,                0.69266,                0.62471,                0.63653,                0.40704,                 1.3168,                  1.432,                 1.9736,              0.0048916,              0.0048916,              0.0048916
                    260,                0.88209,                0.84663,                 1.2541,                0.64035,                0.72353,                 0.6689,                0.44779,                 1.2988,                  1.445,                 1.9295,              0.0048718,              0.0048718,              0.0048718
                    261,                0.83625,                0.78247,                 1.2223,                0.72239,                0.62471,                0.68452,                0.47783,                 1.2373,                  1.412,                 1.8248,               0.004852,               0.004852,               0.004852
                    262,                0.92052,                0.85407,                 1.2594,                0.72383,                0.64471,                0.64139,                0.44414,                 1.2291,                 1.4191,                 1.7814,              0.0048322,              0.0048322,              0.0048322
                    263,                0.89672,                0.89079,                 1.2654,                0.80006,                0.49591,                 0.5648,                0.37758,                 1.3733,                 1.7485,                 1.9579,              0.0048124,              0.0048124,              0.0048124
                    264,                0.94657,                0.89562,                 1.3047,                0.71852,                 0.6228,                 0.6185,                0.41587,                 1.3591,                 1.6099,                  1.961,              0.0047926,              0.0047926,              0.0047926
                    265,                0.88201,                0.81488,                   1.24,                 0.6655,                0.73378,                0.71083,                0.47714,                 1.1844,                 1.2457,                 1.7516,              0.0047728,              0.0047728,              0.0047728
                    266,                0.87213,                0.81477,                 1.2358,                0.73925,                0.64471,                 0.7113,                0.45973,                 1.2738,                 1.3083,                 1.8722,               0.004753,               0.004753,               0.004753
                    267,                 0.8973,                0.83002,                 1.2443,                0.74283,                0.57564,                0.68554,                0.44016,                 1.2991,                  1.409,                 1.7719,              0.0047332,              0.0047332,              0.0047332
                    268,                0.88805,                0.85734,                 1.2749,                0.75655,                0.54198,                0.69001,                0.43696,                 1.3647,                 1.3684,                 1.8573,              0.0047134,              0.0047134,              0.0047134
                    269,                0.85945,                0.80055,                 1.2317,                0.68467,                0.62929,                0.69216,                0.44113,                 1.4494,                 1.3332,                 2.0059,              0.0046936,              0.0046936,              0.0046936
                    270,                0.88666,                0.86409,                 1.2536,                0.64626,                0.71294,                0.69213,                0.44135,                 1.4217,                 1.2373,                 1.9912,              0.0046738,              0.0046738,              0.0046738
                    271,                0.91491,                0.83669,                 1.2696,                0.64157,                0.69287,                0.70842,                0.45722,                 1.3524,                 1.1499,                 1.9617,               0.004654,               0.004654,               0.004654
                    272,                0.84339,                0.81672,                 1.2094,                0.80426,                0.59529,                0.74009,                0.45592,                 1.3354,                 1.1166,                 1.9506,              0.0046342,              0.0046342,              0.0046342
                    273,                 0.8672,                0.80593,                 1.2384,                0.79632,                0.68353,                0.74908,                0.48363,                 1.2876,                  1.112,                 1.8127,              0.0046144,              0.0046144,              0.0046144
                    274,                 0.8548,                0.78469,                 1.2367,                0.91214,                0.65412,                0.76931,                0.48012,                 1.2604,                 1.0895,                  1.754,              0.0045946,              0.0045946,              0.0045946
                    275,                0.85169,                0.77201,                 1.2069,                0.76574,                0.67412,                0.72687,                0.44754,                  1.266,                 1.1891,                 1.7509,              0.0045748,              0.0045748,              0.0045748
                    276,                0.83306,                0.75795,                 1.2201,                0.74052,                 0.6761,                0.71508,                0.46048,                 1.2835,                 1.2054,                 1.7997,               0.004555,               0.004555,               0.004555
                    277,                0.86608,                 0.7921,                 1.2412,                0.78145,                0.64654,                0.71956,                0.46043,                 1.3117,                 1.1161,                 1.9006,              0.0045352,              0.0045352,              0.0045352
                    278,                0.88844,                0.81656,                 1.2415,                0.72067,                0.67306,                0.75145,                0.48314,                 1.3168,                 1.1278,                 1.9107,              0.0045154,              0.0045154,              0.0045154
                    279,                0.86987,                0.79576,                  1.256,                0.89095,                 0.5958,                 0.7498,                0.47153,                 1.3455,                 1.1638,                  1.925,              0.0044956,              0.0044956,              0.0044956
                    280,                0.84865,                0.83006,                 1.2442,                 0.8754,                0.57529,                0.73316,                0.47595,                 1.3524,                 1.1818,                 1.9449,              0.0044758,              0.0044758,              0.0044758
                    281,                0.88006,                0.85253,                 1.2344,                0.74607,                0.57186,                0.65225,                0.44249,                 1.3855,                 1.1793,                 1.9246,               0.004456,               0.004456,               0.004456
                    282,                 0.8499,                  0.776,                 1.2058,                0.67565,                0.61144,                0.67051,                0.44392,                 1.3595,                 1.2541,                 1.8348,              0.0044362,              0.0044362,              0.0044362
                    283,                0.85678,                0.81204,                 1.2328,                0.70406,                0.69323,                 0.7171,                0.46191,                 1.3277,                 1.2454,                 1.7934,              0.0044164,              0.0044164,              0.0044164
                    284,                0.84974,                0.85122,                 1.2423,                0.73598,                0.69721,                 0.7379,                0.48189,                 1.2948,                 1.1251,                 1.7838,              0.0043966,              0.0043966,              0.0043966
                    285,                0.86147,                0.82581,                 1.2263,                0.90878,                0.60187,                0.76137,                0.47409,                 1.3086,                 1.1085,                 1.8314,              0.0043768,              0.0043768,              0.0043768
                    286,                0.83381,                0.78055,                 1.2137,                0.85313,                0.55529,                0.70889,                0.46201,                 1.2769,                 1.0667,                 1.8214,               0.004357,               0.004357,               0.004357
                    287,                0.82992,                0.77654,                 1.2239,                0.82957,                0.59439,                0.73891,                0.47894,                 1.2445,                 1.1013,                 1.8052,              0.0043372,              0.0043372,              0.0043372
                    288,                0.83058,                0.74427,                 1.2047,                0.70084,                0.68471,                0.71111,                0.47394,                  1.213,                 1.1058,                 1.7896,              0.0043174,              0.0043174,              0.0043174
                    289,                0.85926,                0.81713,                 1.2403,                0.70862,                0.73253,                0.68202,                0.46294,                 1.2105,                 1.0224,                  1.808,              0.0042976,              0.0042976,              0.0042976
                    290,                0.83925,                 0.7645,                 1.2272,                 0.6824,                0.73829,                 0.6862,                0.46021,                 1.2642,                 1.0732,                 1.8607,              0.0042778,              0.0042778,              0.0042778
                    291,                0.83592,                0.74566,                 1.2248,                0.67172,                0.74353,                0.70668,                0.48364,                 1.3443,                 1.0621,                 2.0146,               0.004258,               0.004258,               0.004258
                    292,                0.82293,                0.74022,                 1.2101,                 0.6922,                0.77294,                 0.7242,                0.48176,                 1.3812,                 1.0466,                 2.0142,              0.0042382,              0.0042382,              0.0042382
                    293,                0.82044,                0.71838,                 1.1969,                0.67263,                 0.7658,                 0.7227,                0.47224,                 1.3736,                 1.1923,                 1.9693,              0.0042184,              0.0042184,              0.0042184
                    294,                0.82467,                0.77388,                 1.2216,                0.72009,                0.65213,                0.68544,                0.45509,                 1.3309,                    1.2,                 1.9152,              0.0041986,              0.0041986,              0.0041986
                    295,                0.81404,                0.76036,                 1.2079,                0.77552,                0.59529,                0.71258,                0.46056,                 1.3531,                 1.3216,                 1.9476,              0.0041788,              0.0041788,              0.0041788
                    296,                0.89409,                0.81095,                  1.252,                0.81865,                0.57529,                0.70401,                0.46047,                 1.3628,                 1.3061,                 1.9957,               0.004159,               0.004159,               0.004159
                    297,                0.81444,                0.71851,                 1.2097,                0.70327,                0.66394,                0.68217,                0.45026,                 1.3768,                 1.2897,                 2.0581,              0.0041392,              0.0041392,              0.0041392
                    298,                0.82219,                0.75887,                 1.2276,                0.76447,                 0.6234,                0.66649,                0.45933,                 1.3498,                 1.2954,                 2.0625,              0.0041194,              0.0041194,              0.0041194
                    299,                0.83042,                0.73921,                 1.2233,                0.72147,                0.71941,                0.72293,                0.48536,                 1.3016,                 1.0984,                 1.9663,              0.0040996,              0.0040996,              0.0040996
                    300,                0.85422,                0.79942,                 1.2356,                  0.749,                0.70353,                0.70353,                0.46846,                 1.3649,                 1.1274,                 2.0252,              0.0040798,              0.0040798,              0.0040798
                    301,                0.83602,                0.76701,                 1.2126,                0.70432,                0.73316,                  0.693,                0.45208,                 1.3346,                 1.0477,                 1.9656,                0.00406,                0.00406,                0.00406
                    302,                0.78988,                0.72031,                 1.1878,                0.69402,                0.61616,                0.66698,                0.44902,                 1.3783,                 1.0728,                  2.136,              0.0040402,              0.0040402,              0.0040402
